,Unnamed: 0,PlayerId,PlayerName,Full name,Team,Batting style,Bowling style,Fielding position,Current age,Height,Playing role,Born,Also known as,Died,Education,Major teams,Nickname,Other,Relation,In a nutshell,TotalRuns,MatchesPlayed
542,542,542,WB Rankin,William Boyd Rankin,Ireland,Left-hand bat,Right-arm Fast,,33 years 219 days,6 ft 7 in ,Bowler,"July 5, 1984, Londonderry ",,,"Strabane Grammar School, Harper Adams University College","['England', 'Ireland', 'Derbyshire', 'England Lions', 'Ireland Under-19s', 'Warwickshire', 'Warwickshire 2nd XI']",Boydo,,"['Brother - RJ Rankin', 'Brother - DA Rankin']",,31.0,25
543,543,543,PP Ojha,Pragyan Prayash Ojha,India,Left-hand bat,Left-arm Orthodox,,31 years 157 days,,Bowler,"September 5, 1986, Bhubaneswar, Orissa ",,,,"['India', 'Deccan Chargers', 'Hyderabad (India)', 'India A', 'India Red', 'India Under-19s', 'Mumbai Indians', 'South Zone', 'Surrey']",,,,,10.0,6
544,544,544,BB Sran,Barinder Balbirsingh Sran,India,Left-hand bat,Left-arm Medium,,25 years 61 days,,Bowler,"December 10, 1992, Sirsa ",,,,"['India', 'Punjab', 'Rajasthan Royals', 'Sunrisers Hyderabad']",,,,,0.0,2
545,545,545,Shahzaib Hasan,Mohammad Shahzaib Hasan Khan,Pakistan,Right-hand bat,Right-arm Offspin,Occasional wicketkeeper,28 years 46 days,,Opening batsman,"December 25, 1989, Karachi, Sind ",,,,"['Pakistan', 'Karachi Kings', 'Karachi Zebras', 'Port Qasim Authority']",,,,,116.0,10
546,546,546,Rashid Khan,Rashid Khan Arman,Afghanistan,Right-hand bat,Legbreak,,19 years 142 days,,Bowler,"September 20, 1998, Nangarhar ",,,,"['Afghanistan', 'Adelaide Strikers', 'Afghanistan Under-19s', 'Band-e-Amir Dragons', 'Comilla Victorians', 'Guyana Amazon Warriors', 'Kabul Eagles', 'Sunrisers Hyderabad']",,,,,100.0,27
547,547,547,Aftab Ahmed,Aftab Ahmed Chowdhury,Bangladesh,Right-hand bat,Right-arm Medium,,32 years 91 days,,,"November 10, 1985, Chittagong ",,,,"['Bangladesh', 'Bangladesh Under-19s', 'Chittagong Division', 'Chittagong Kings', 'Dhaka Warriors', 'East Zone (Bangladesh)']",,,,,200.0,10
548,548,548,Khalid Latif,Khalid Latif,Pakistan,Right-hand bat,Right-arm Offspin,,32 years 97 days,,Top-order batsman,"November 4, 1985, Karachi, Sindh ",,,,"['Pakistan', 'Duronto Rajshahi', 'Islamabad United', 'Karachi', 'Karachi Dolphins', 'Karachi Whites', 'National Bank of Pakistan', 'Pakistan Under-19s', 'Port Qasim Authority']",,,,,237.0,12
549,549,549,BRM Taylor,Brendan Ross Murray Taylor,Zimbabwe,Right-hand bat,Right-arm Offspin,Wicketkeeper,32 years 3 days,,Wicketkeeper batsman,"February 6, 1986, Harare ",,,,"['Zimbabwe', 'Chittagong Kings', 'Mashonaland A', 'Mid West Rhinos', 'Nottinghamshire', 'Prime Bank Cricket Club', 'Sunrisers Hyderabad', 'Wellington', 'Zimbabwe A', 'Zimbabwe Under-19s', 'Zimbabwe XI']",,,,,589.0,25
550,550,550,KM Dabengwa,Keith Mbusi Dabengwa,Zimbabwe,Left-hand bat,Left-arm Orthodox,,37 years 176 days,,,"August 17, 1980, Bulawayo ",,,,"['Zimbabwe', 'Africa XI', 'Matabeleland', 'Matabeleland Tuskers', 'Westerns', 'Zimbabwe Cricket Academy', 'Zimbabwe XI']",,,,,13.0,3
551,551,551,RLB Rambukwella,Ramith Laksen Bandara Rambukwella,Sri Lanka,Left-hand bat,Right-arm Offspin,,26 years 154 days,6 ft 3 in ,Opening batsman,"September 8, 1991, Kandy ",,,"Royal College, Colombo","['Sri Lanka', 'Royal College', 'Sinhalese Sports Club', 'Sri Lanka A', 'Sri Lanka Under-19s', 'Tamil Union Cricket and Athletic Club']",,,,,19.0,2
552,552,552,DP Hyatt,Danza Pacino Hyatt,West Indies,Right-hand bat,Right-arm Medium,,34 years 329 days,,Allrounder,"March 17, 1983, St Catherine, Jamaica ",,,,"['West Indies', 'Antigua Hawksbills', 'Jamaica', 'Jamaica Tallawahs', 'Rangpur Riders', 'West Indies A', 'West Indies B']",,,,,64.0,5
553,553,553,GC Smith,Graeme Craig Smith,South Africa,Left-hand bat,Right-arm Offspin,,37 years 8 days,,Opening batsman,"February 1, 1981, Johannesburg, Transvaal ",,,,"['South Africa', 'Africa XI', 'Cape Cobras', 'Gauteng', 'Hampshire Cricket Board', 'ICC World XI', 'Pune Warriors', 'Rajasthan Royals', 'Somerset', 'Surrey', 'Western Province']",,,,,911.0,32
554,554,554,Aamir Kaleem,Syed Aamir Kaleem,Oman,Left-hand bat,Left-arm Orthodox,,36 years 81 days,,Middle-order batsman,"November 20, 1981, Karachi, Sind, Pakistan ",,,,Oman,,,,,150.0,9
555,555,555,NS Poonia,Navdeep Singh Poonia,Scotland,Right-hand bat,Right-arm Fast,,31 years 274 days,6 ft 3 in ,Batsman,"May 11, 1986, Govan, Glasgow, Lanarkshire, Scotland ",,,"Moseley Park School, Wolverhampton University","['Scotland', 'Warwickshire', 'Warwickshire 2nd XI', 'Warwickshire Cricket Board']",Sat Nav,,,,94.0,5
556,556,556,J Little,Joshua Little,Ireland,Right-hand bat,Left-arm Fast,,18 years 100 days,,,"November 1, 1999, Ireland ",,,,"['Ireland', 'Ireland Under-19s']",,,,,0.0,2
557,557,557,BA Stokes,Benjamin Andrew Stokes,England,Left-hand bat,Right-arm Fast,,26 years 250 days,,Allrounder,"June 4, 1991, Christchurch, Canterbury, New Zealand ",,,,"['England', 'Canterbury', 'Durham', 'Durham 2nd XI', 'England Lions', 'England Under-19s', 'Melbourne Renegades', 'Rising Pune Supergiant']",,,,,192.0,19
558,558,558,Zeeshan Maqsood,Zeeshan Maqsood,Oman,Left-hand bat,Left-arm Orthodox,,30 years 108 days,,Opening batsman,"October 24, 1987 ",,,,Oman,,,,,349.0,14
559,559,559,Shamsur Rahman,Mohammad Shamsur Rahman,Bangladesh,Right-hand bat,Not Specified,,29 years 249 days,,Opening batsman,"June 5, 1988, Comilla ",,,,"['Bangladesh', 'Bangladesh A', 'Bangladesh Cricket Board Academy', 'Bangladesh Cricket Board XI', 'Bangladesh Under-19s', 'Central Zone (Bangladesh)', 'Dhaka Division', 'Dhaka Metropolis', 'Mohammedan Sporting Club', 'Rangpur Riders']",,,,,86.0,8
560,560,560,P Raho,Pipi Raho,Papua New Guinea,Right-hand bat,Right-arm Fast,,29 years 342 days,,Bowler,"March 4, 1988, Port Morseby ",,,,Papua New Guinea,,,,,10.0,2
561,561,561,MM Patel,Munaf Musa Patel,India,Right-hand bat,Right-arm Fast,,34 years 212 days,,Bowler,"July 12, 1983, Ikhar, Gujarat ",,,,"['India', 'Asia XI', 'Baroda', 'Gujarat', 'Gujarat Lions', 'India Green', ""Indian Board President's XI"", 'Maharashtra', 'Mumbai', 'Mumbai Indians', 'Rajasthan Royals']",,,,,0.0,3
562,562,562,TK Curran,Thomas Kevin Curran,England,Right-hand bat,Right-arm Fast,,22 years 334 days,,Bowling allrounder,"March 12, 1995, Cape Town, Cape Province ",,,"Hilton College, Durban","['England', 'England Lions', 'KwaZulu-Natal Inland Under-19s', 'Surrey', 'Surrey 2nd XI']",,,"['Grandfather - KP Curran', 'Father - KM Curran', 'Brother - BJ Curran', 'Brother - SM Curran']",,1.0,2
563,563,563,Babar Azam,Mohammad Babar Azam,Pakistan,Right-hand bat,Right-arm Offspin,,23 years 117 days,,Batsman,"October 15, 1994, Lahore, Punjab ",,,,"['Pakistan', 'Guyana Amazon Warriors', 'Islamabad United', 'Pakistan A', 'Pakistan Under-15s', 'Pakistan Under-19s', 'Pakistan Under-23s', 'Rawalpindi Rams', 'Sui Southern Gas Corporation', 'Zarai Taraqiati Bank Limited']",,,"['Cousin - Kamran Akmal', 'Cousin - Adnan Akmal', 'Cousin - Umar Akmal']",,253.0,8
564,564,564,DE Bernard,David Eddison Bernard,West Indies,Right-hand bat,Right-arm Fast,,36 years 205 days,,,"July 19, 1981, Kingston, Jamaica ",,,,"['West Indies', 'Jamaica', 'Jamaica Tallawahs', ""University of West Indies Vice Chancellor's XI"", 'West Indies A']",,,,,1.0,1
565,565,565,H Osinde,Henry Osinde,Canada,Right-hand bat,Right-arm Fast,,39 years 115 days,,Bowler,"October 17, 1978, Uganda ",,,,Canada,,,,,28.0,5
566,566,566,CJ Chibhabha,Chamunorwa Justice Chibhabha,Zimbabwe,Right-hand bat,Right-arm Medium,,31 years 156 days,,Top-order batsman,"September 6, 1986, Masvingo ",Cham,,,"['Zimbabwe', 'Centrals', 'Mashonaland', 'Southern Rocks', 'Southerns', 'Zimbabwe A']",,,Sister - J Chibhabha,,520.0,24
567,567,567,Mohammad Irfan,Mohammad Irfan,Pakistan,Right-hand bat,Left-arm Fast,,35 years 248 days,7 ft 1 in ,Bowler,"June 6, 1982, Gaggu Mandi, Punjab ",,,,"['Pakistan', 'Baluchistan Bears', 'Islamabad United', 'Khan Research Laboratories', 'Lahore Region Whites', 'Pakistan A']",,,,,4.0,20
568,568,568,IE O'Brien,Kevin Joseph O'Brien,New Zealand,Right-hand bat,Right-arm Fast,,33 years 342 days,,Allrounder,"March 4, 1984, Dublin, Ireland ",,,,"['Ireland', 'Gloucestershire', 'Ireland Under-19s', 'Marylebone Cricket Club Young Cricketers', 'Middlesex 2nd XI', 'Nottinghamshire', 'Rangpur Riders', 'Somerset', 'Somerset 2nd XI', 'Surrey', 'Trinidad & Tobago Red Steel']",,,"[""Father - BA O'Brien"", ""Brother - NJ O'Brien"", ""Sister - CM O'Brien""]",,0.0,4
569,569,569,RL Bhudia,Rajesh Lalji Bhudia,Kenya,Right-hand bat,Right-arm Medium,,33 years 79 days,,Bowler,"November 22, 1984, Bhuj, India ",,,,Kenya,Cocu,,,,20.0,3
570,570,570,RR Rossouw,Rilee Roscoe Rossouw,South Africa,Left-hand bat,Right-arm Offspin,,28 years 123 days,,Top-order batsman,"October 9, 1989, Bloemfontein, Orange Free State ",,,,"['South Africa', 'Basnahira Cricket Dundee', 'Eagles', 'Free State', 'Knights', 'Quetta Gladiators', 'Royal Challengers Bangalore', 'South Africa A', 'South Africa Under-19s']",,,,,327.0,14
571,571,571,Jubair Hossain,Jubair Hossain,Bangladesh,Right-hand bat,Legbreak,,22 years 150 days,,Bowler,"September 12, 1995, Jamalpur ",,,,"['Bangladesh', 'Bangladesh A', 'Bangladesh Under-19s']",,,,,0.0,1
572,572,572,MS Dhoni,Mahendra Singh Dhoni,India,Right-hand bat,Right-arm Medium,Wicketkeeper,36 years 217 days,,Wicketkeeper batsman,"July 7, 1981, Ranchi, Bihar (now Jharkhand) ",Mahi,,,"['India', 'Asia XI', 'Bihar', 'Chennai Super Kings', 'Jharkhand', 'Rising Pune Supergiants']",,,,,1211.0,67
573,573,573,KO Otieno,Kennedy Otieno Obuya,Kenya,Right-hand bat,Not Specified,Wicketkeeper,45 years 335 days,,,"March 11, 1972, Nairobi ",Kennedy Obuya,,,"['Kenya', 'Aga Khan Sports Club', 'Kongonis', ""University of West Indies Vice Chancellor's XI""]",,,"['Brother - DO Obuya', 'Brother - CO Obuya']",,7.0,1
574,574,574,IH Romaine,Irving Howard Romaine,Bermuda,Right-hand bat,Right-arm Offspin,Occasional wicketkeeper,45 years 185 days,,Batsman,"August 8, 1972, Bermuda ",,,,Bermuda,,,,,8.0,1
575,575,575,Mohammed Qasim,Mohammed Qasim,United Arab Emirates,Right-hand bat,Not Specified,,26 years 190 days,,,"August 3, 1991, Sailkot ",,,,United Arab Emirates,,,,,36.0,3
576,576,576,Younis Khan,Mohammad Younis Khan,Pakistan,Right-hand bat,Right-arm Medium,,40 years 72 days,,Middle-order batsman,"November 29, 1977, Mardan, North-West Frontier Province (now Khyber Pakhtunkhwa) ",Younus Khan,,,"['Pakistan', 'Habib Bank Limited', 'Nottinghamshire', 'Peshawar Cricket Association', 'Rajasthan Royals', 'South Australia', 'Surrey', 'Warwickshire', 'Yorkshire']",,,,,428.0,22
577,577,577,J Anderson,James Michael Anderson,Ireland,Left-hand bat,Right-arm Fast,,35 years 194 days,6 ft 2 in ,Bowler,"July 30, 1982, Burnley, Lancashire ",,,St Theodore's RC High School; St Theodore's RC Sixth Form Centre - Burnley,"['England', 'Auckland', 'England Under-19s', 'Lancashire', 'Lancashire Cricket Board']",Jimmy,,,,3.0,1
578,578,578,NN Odhiambo,Nehemiah Ngoche Odhiambo,Kenya,Right-hand bat,Right-arm Fast,,34 years 186 days,,Bowler,"August 7, 1983, Nairobi, Kenya ",Nehemiah Ngoche,,,"['Kenya', 'Africa XI', 'Coast Pekee', 'Kenya Under-19s', 'Nairobi Buffaloes']",Nemi,,"['Brother - LN Onyango', 'Brother - JO Ngoche', 'Brother - SO Ngoche', 'Sister - M Bele', 'Sister - M Banja']",,117.0,16
579,579,579,Sufyan Mehmood,Sufyan Mehmood,Oman,Left-hand bat,Right-arm Medium,,26 years 111 days,,,"October 21, 1991 ",,,,"['Oman', 'Oman Under-19s']",,,,,13.0,2
580,580,580,MH Yardy,Michael Howard Yardy,England,Left-hand bat,Left-arm Orthodox,,37 years 74 days,6 ft 0 in ,Allrounder,"November 27, 1980, Pembury, Kent ",,,"William Parker School, Hastings","['England', 'Central Districts', 'Sussex', 'Sussex Cricket Board']","Yards, Paolo",,,,96.0,14
581,581,581,Hamza Tariq,Hamza Tariq,Canada,Right-hand bat,Not Specified,Wicketkeeper,27 years 203 days,,Wicketkeeper,"July 21, 1990, Karachi, Sind ",,,,"['Canada', 'Canada Under-19s', 'Trinbago Knight Riders']",,,,,26.0,2
582,582,582,Khurram Chohan,Khurram Rasheed Chohan,Canada,Right-hand bat,Right-arm Fast,,37 years 352 days,,Bowler,"February 22, 1980, Lahore, Punjab ",Khurram Chauhan,,,"['Canada', 'Lahore Lions', 'Lahore Whites', 'Pakistan Under-19s']",KC,,,,10.0,2
583,583,583,R McLaren,Ryan McLaren,South Africa,Left-hand bat,Right-arm Fast,,35 years 0 days,,Allrounder,"February 9, 1983, Kimberley, Cape Province ",,,,"['South Africa', 'Eagles', 'Free State', 'Kent', 'Kings XI Punjab', 'Kolkata Knight Riders', 'Middlesex', 'Middlesex 2nd XI', 'Mumbai Indians', 'South Africa Under-19s']",,,"['Father - P McLaren', 'Uncle - K McLaren', 'Cousin - AP McLaren']",,9.0,12
584,584,584,HH Gibbs,Herschelle Herman Gibbs,South Africa,Right-hand bat,Right-arm,,43 years 351 days,,,"February 23, 1974, Green Point, Cape Town, Cape Province ",,,,"['South Africa', 'Cape Cobras', 'Deccan Chargers', 'Durham', 'Durham 2nd XI', 'Glamorgan', 'Khulna Royal Bengals', 'Mumbai Indians', 'Northern Districts', 'Perth Scorchers', 'St Lucia Zouks', 'Titans', 'Western Province', 'Yorkshire']",,,,,400.0,23
585,585,585,AF Buurman,Atse Folkert Buurman,Netherlands,Right-hand bat,Not Specified,Wicketkeeper,35 years 325 days,,Wicketkeeper batsman,"March 21, 1982, Dordrecht ",,,,"['Netherlands', 'Voorburg CC', 'VRA Cricket']",,,,,0.0,2
586,586,586,NE Bonner,Nkrumah Eljego Bonner,West Indies,Right-hand bat,Legbreak,,29 years 17 days,,Allrounder,"January 23, 1989, St. Catherine, Jamaica ",,,,"['West Indies', 'Jamaica', 'Jamaica Tallawahs', 'Jamaica Under-19s', 'Sagicor High Performance Centre', 'West Indies A', 'West Indies Under-19s']",,,Brother - JM Bonner,,27.0,2
587,587,587,NJ Maddinson,Nicolas James Maddinson,Australia,Left-hand bat,Left-arm Orthodox,,26 years 50 days,,Opening batsman,"December 21, 1991, Nowra, New South Wales ",,,,"['Australia A', 'Australia Under-19s', 'Guyana Amazon Warriors', 'New South Wales', 'New South Wales Under-17s', 'New South Wales Under-19s', 'Royal Challengers Bangalore', 'Sutherland', 'Sydney Sixers']",,,,,38.0,2
588,588,588,AB de Villiers,Abraham Benjamin de Villiers,South Africa,Right-hand bat,Right-arm Medium,Wicketkeeper,33 years 357 days,,Wicketkeeper batsman,"February 17, 1984, Pretoria ",,,,"['South Africa', 'Africa XI', 'Barbados Tridents', 'Delhi Daredevils', 'Northerns', 'Royal Challengers Bangalore', 'Titans']",,,,,1603.0,73
589,589,589,RE Levi,Richard Ernst Levi,South Africa,Right-hand bat,Right-arm Medium,,30 years 26 days,,Opening batsman,"January 14, 1988, Johannesburg ",,,,"['Cape Cobras', 'Mumbai Indians', 'Northamptonshire', 'Northamptonshire 2nd XI', 'Somerset', 'Somerset 2nd XI', 'South Africa A', 'South Africa Academy', 'South Africa Under-19s', 'South Africa XI', 'Western Province']",,,,,236.0,13
590,590,590,TM Dilshan,Tillakaratne Mudiyanselage Dilshan,Sri Lanka,Right-hand bat,Right-arm Offspin,Wicketkeeper,41 years 118 days,,Allrounder,"October 14, 1976, Kalutara ",Tuwan Mohamad Dilshan,,,"['Sri Lanka', 'Asia XI', 'Basnahira South', 'Bloomfield Cricket and Athletic Club', 'Delhi Daredevils', 'Guyana Amazon Warriors', 'Kalutara Town Club', 'Karachi Kings', 'Northern Districts', 'Peshawar Zalmi', 'Royal Challengers Bangalore', 'Sebastianites Cricket and Athletic Club', 'Singha Sports Club', 'Surrey', 'Tamil Union Cricket and Athletic Club']",,,Brother - TN Sampath,,1830.0,77
591,591,591,BA Parchment,Brenton Anthony Parchment,West Indies,Right-hand bat,Right-arm Offspin,,35 years 230 days,,Bowler,"June 24, 1982, St Elizabeth, Jamaica ",,,,"['West Indies', 'Jamaica', 'West Indies Under-19s']",,,,,10.0,1
592,592,592,N Vanua,Norman Vanua,Papua New Guinea,Right-hand bat,Right-arm Medium,,24 years 69 days,,Bowler,"December 2, 1993 ",,,,Papua New Guinea Under-19s,,,,,96.0,8
593,593,593,Anas Khan,Anas Khan,Hong Kong,Left-hand bat,Left-arm Orthodox,,24 years 348 days,,Opening batsman,"February 26, 1993, Pakistan ",,,,Hong Kong,,,,,21.0,1
594,594,594,Mohammad Shahzad,Mohammad Shahzad	Mohammadi,Afghanistan,Right-hand bat,Not Specified,Wicketkeeper,30 years 9 days,,Wicketkeeper batsman,"January 31, 1988, Nangarhar, Afghanistan ",Shehzad Mohammadi,,,Afghanistan,,,,,1713.0,53
595,595,595,JN Mohammed,Jason Nazimuddin Mohammed,West Indies,Right-hand bat,Right-arm Offspin,,31 years 139 days,,Batsman,"September 23, 1986, Trinidad ",,,,"['Guyana Amazon Warriors', 'Trinidad & Tobago', 'Trinidad & Tobago Red Steel', 'West Indies A', 'West Indies Under-19s']",,,,,59.0,4
596,596,596,PA van Meekeren,Paul Adriaan van Meekeren,Netherlands,Right-hand bat,Right-arm Fast,,25 years 25 days,,Bowler,"January 15, 1993, Amsterdam, Netherlands ",,,,"['Netherlands', 'Netherlands Under-13s', 'Netherlands Under-15s', 'Netherlands Under-19s']",,,,,21.0,14
597,597,597,MJ Mason,Michael James Mason,New Zealand,Right-hand bat,Right-arm Fast,,43 years 166 days,,,"August 27, 1974, Carterton, Wairarapa ",,,,"['New Zealand', 'Central Districts', 'New Zealand A']",,,,,2.0,3
598,598,598,A Nao,Alei Nao,Papua New Guinea,Right-hand bat,Right-arm Medium,,24 years 62 days,,Bowler,"December 9, 1993 ",,,,"['Papua New Guinea', 'Papua New Guinea Under-19s']",,,,,7.0,2
599,599,599,M Kartik,Murali Kartik,India,Left-hand bat,Left-arm Orthodox,,41 years 151 days,6 ft 0 in ,Bowler,"September 11, 1976, Madras (now Chennai), Tamil Nadu ",,,,"['India', 'India Green', 'Kings XI Punjab', 'Kolkata Knight Riders', 'Lancashire', 'Middlesex', 'Pune Warriors', 'Railways', 'Royal Challengers Bangalore', 'Somerset', 'Surrey']",,,,,0.0,1
600,600,600,Raza-ur-Rehman,Raza-ur-Rehman,Canada,Right-hand bat,Left-arm Fast,,32 years 96 days,,Middle-order batsman,"November 5, 1985, Bulawayo ",,,,"['Canada', 'Pakistan Under-19s']",,,,,25.0,5
601,601,601,N Madziva,Neville Madziva,Zimbabwe,Right-hand bat,Right-arm Fast,,26 years 191 days,,Allrounder,"August 2, 1991, Kadoma ",,,"Jameson High School, Kadoma","['Zimbabwe', 'Mid West Rhinos', 'Mid West Rhinos B', 'Zimbabwe A']",,,,,60.0,9
602,602,602,Khurram Manzoor,Khurram Manzoor,Pakistan,Right-hand bat,Right-arm Offspin,,31 years 244 days,,Opening batsman,"June 10, 1986, Karachi, Sind ",,,,"['Pakistan', 'Karachi Cricket Association Blues', 'Karachi Dolphins', 'Karachi Harbour', 'Karachi Urban', 'Pakistan A', 'Pakistan Under-19s', 'Port Qasim Authority', 'Rajshahi Division']",,,,,11.0,3
603,603,603,MS Crane,Mason Sidney Crane,England,Right-hand bat,Legbreak,,20 years 356 days,,Bowler,"February 18, 1997, Shoreham-by-Sea, Sussex ",,,,"['England', 'England Lions', 'England Under-19s', 'Hampshire', 'Hampshire 2nd XI', 'Hampshire Cricket Academy', 'Hampshire Under-16s', 'Hampshire Under-17s']",,,,,0.0,2
604,604,604,MA Ouma,Morris Amollo Ouma,Kenya,Right-hand bat,Right-arm Offspin,Wicketkeeper,35 years 93 days,,Wicketkeeper batsman,"November 8, 1982, Kiambli ",Maurice Ouma,,,"['Kenya', 'Africa XI', 'Coast Pekee', 'Kenya XI']","Pagal,Risse",,,,73.0,13
605,605,605,AV Lalcheta,Ajay Vrajlal Lalcheta,Oman,Left-hand bat,Left-arm Orthodox,,34 years 110 days,,,"October 22, 1983, Porbandar, Gujarat, India ",,,,"['Oman', 'Saurashtra Under-16s', 'Saurashtra Under-19s', 'Saurashtra Under-22s']",,,,,71.0,12
606,606,606,CD McMillan,Craig Douglas McMillan,New Zealand,Right-hand bat,Right-arm Medium,,41 years 149 days,,Batsman,"September 13, 1976, Christchurch, Canterbury ",,,,"['New Zealand', 'Canterbury', 'Gloucestershire', 'Hampshire', 'Kolkata Tigers']",,,Cousin - JM McMillan,,187.0,7
607,607,607,SCJ Broad,Stuart Christopher John Broad,England,Left-hand bat,Right-arm Fast,,31 years 230 days,6 ft 5 in ,Bowler,"June 24, 1986, Nottingham ",,,Oakham School,"['England', 'Hobart Hurricanes', 'Kings XI Punjab', 'Leicestershire', 'Nottinghamshire']",Broady,,Father - BC Broad,,118.0,56
608,608,608,SM Sharif,Safyaan Mohammed Sharif,Scotland,Right-hand bat,Right-arm Fast,,26 years 261 days,,Bowler,"May 24, 1991, Huddersfield, Yorkshire ",,,,"['Scotland', 'Scotland A', 'Scotland Under-15s', 'Scotland Under-17s', 'Scotland Under-19s']",,,,,65.0,20
609,609,609,Mosaddek Hossain,Mosaddek Hossain Saikat,Bangladesh,Right-hand bat,Right-arm Offspin,,22 years 61 days,,Middle-order batsman,"December 10, 1995, Mymensingh ",,,,"['Bangladesh', 'Abahani Limited', 'Bangladesh A', 'Bangladesh Under-17s', 'Bangladesh Under-19s', 'Dhaka Division', 'East Zone (Bangladesh)']",Saikat,,,,99.0,6
610,610,610,BR Dunk,Ben Robert Dunk,Australia,Left-hand bat,Right-arm Offspin,Wicketkeeper,30 years 335 days,,Wicketkeeper batsman,"March 11, 1987, Innisfail, Queensland ",,,,"['Australia', 'Adelaide Strikers', 'Antigua Hawksbills', 'Hobart Hurricanes', 'Mumbai Indians', 'Northern Suburbs (Brisbane)', 'Queensland', 'Queensland Academy of Sport', 'Queensland Under-23s', 'Sydney Thunder', 'Tasmania', 'Tasmania Under-23s']",,,,,99.0,5
611,611,611,Salman Butt,Salman Butt,Pakistan,Left-hand bat,Right-arm Offspin,,33 years 125 days,,Batsman,"October 7, 1984, Lahore, Punjab ",,,,"['Pakistan', 'Kolkata Knight Riders', 'Lahore Eagles', 'Lahore Lions', 'Lahore Reds', 'Pakistan Cricket Board Blues', ""Pakistan Cricket Board Patron's XI"", 'Pakistan Cricket Board Reds', 'Punjab (Pakistan)', 'Punjab Stallions']",,,,,488.0,21
